packet_delay_ms,hop_count,packet_loss_rate,energy_consumption_mwh,battery_level,route_changes,control_packet_ratio,data_rate_kbps,packet_size_bytes,energy_efficiency,network_stability,delay_hop_ratio,attack_type
0.9385361799537182,4,0.6099892716394139,0.4876583584275966,0.6862756786531243,0,0.2525297909681086,12.07158875123701,583.7049930319735,24.70353477648665,1.0,0.23457540113814498,0.0
6.020242861835042,6,0.07226545146349105,0.3275940020691342,0.9606122817058531,0,0.05188967619480284,51.5105492637615,444.9133658387477,156.76046714000577,1.0,1.0032066092043062,0.0
2.6334913870908987,5,0.2257366792321295,0.0802539358236169,0.8987591442576177,0,0.12779706672868257,15.763455591476227,690.0520576792853,194.00236347559786,1.0,0.5265929588264144,0.0
1.8258851075519065,5,0.3212957232063247,0.6562137544476865,0.7871884053649412,0,0.5872161623477087,44.72947739291047,467.2480675830089,8.239597274958928,1.0,0.36510400071023924,3.0
0.33924974092469257,4,0.11963031679896138,0.4648828246839772,0.5445693621828791,1,0.09614980571551746,65.75114954242255,458.5831025677645,141.1323750495065,0.5,0.08479123742181768,0.0
0.33919258382921036,4,0.3820768217580379,0.6114716457208651,0.8341624403116932,0,0.09076549619806044,14.101221134459143,624.3761154844269,23.0234676706745,1.0,0.08477695171937275,0.0
0.11967753721736135,6,0.5068531330602385,0.5897418681558378,0.34387323494939637,1,0.15437890714496139,7.273819332406123,481.5786761982842,12.313024900559931,0.5,0.019942932380830086,0.0
4.022461728959879,3,0.6015583446421856,0.523714318636212,0.8460990668372987,1,0.7938602914303972,40.54979904423249,283.07483044788887,77.2797646338787,0.5,1.3403737850582735,7.0
1.838164307254529,7,0.27964695274794127,0.6416725303123822,0.5802026275350345,1,0.009055290204453276,6.246126889561278,337.8388030603413,9.718988434942503,0.5,0.2625573928373845,0.0
2.4625001234091806,6,0.40815287148869306,0.6607258041919664,0.4092529733522004,1,0.8646575076444378,40.98341199279108,440.16798861638944,61.934130017546984,0.5,0.4103482958522214,7.0
0.041598615998277244,3,0.2417005691609743,0.35724168090262726,0.5709379989712906,0,0.044295030266823875,62.45292816155401,600.6579543570876,174.3318309700796,1.0,0.013861584804490918,0.0
7.007114950316624,1,0.13140087951795085,0.729939420999062,0.8309499638434656,1,0.2567799047526141,3.6384835268932534,569.6417512088173,4.977818164356363,0.5,2.334926674547359,4.0
3.57285908670935,3,0.3936348643922432,0.6296547163597244,0.7259214313218973,1,0.02171460645504161,56.48325084040089,459.30434963412233,89.56287707865637,0.5,1.1905561768441688,0.0
0.477375250497894,6,0.28168516760214535,0.3686616198642542,0.3095741462628401,0,0.1241733849839003,49.34547283573848,517.136412832479,133.4882232401052,1.0,0.07954928353572636,0.0
0.4013579774993267,1,0.6049695602326262,0.4026169416669925,0.7531799108157091,0,0.0346564074538247,9.86650865361238,548.5774049775089,24.445229213774738,1.0,0.4009570204788479,0.0
0.4052228456645141,1,0.6570829233798154,0.3135697767400901,0.8664620283290361,0,0.04432474577523958,59.81663447582884,303.6011737865298,190.1537874862393,1.0,0.4048180276368773,0.0
0.7255074589209543,5,0.04371721883950162,0.5941712555251841,0.3205239206426983,0,0.13463565290975094,59.24028419817985,323.06398832326465,99.53485429316596,1.0,0.1450724772887331,0.0
1.487855661721709,1,0.33671406250123975,0.473472192124303,0.24930332748954812,0,0.21351305976839488,30.196140672011413,515.6938184771117,63.64153932144579,1.0,1.4863692924292797,0.0
1.1310741335606733,1,0.13722276788874038,0.1260674815288893,0.2453460986778141,0,0.5751872338421823,141.8034394203379,501.8059847622142,225.57945110641657,1.0,1.1299441893713023,3.0
