timestamp,node_id,packet_delay_ms,hop_count,packet_loss_rate,energy_consumption_mwh,battery_level,route_changes,control_packet_ratio,data_rate_kbps,packet_size_bytes,attack_type,energy_efficiency,network_stability,delay_hop_ratio
2024-01-01 00:00:00,39,1.2139794545776794,6,0.28708247506508905,0.3838113326039231,0.7913312720879775,0,0.0473468644308133,28.502722360389114,603.469435780083,0.0,74.06934241649861,1.0,0.20229619306410254
2024-01-01 00:00:01,29,0.3241832686825363,6,0.18340895216209305,0.44674659653527904,0.34862238239192256,0,0.14419944304967292,10.674106602990573,611.9555125061756,0.0,23.83961527700755,1.0,0.054021541190224336
2024-01-01 00:00:02,15,1.1946826411553424,5,0.42926696164956185,0.5173581553000022,0.4155093807216771,0,0.017949658165041908,49.19724395882871,514.2060182107012,0.0,94.90975198481362,1.0,0.23888875048097227
2024-01-01 00:00:03,43,0.652823634943772,5,0.5853743666858806,0.5642786030157229,0.9111981704428465,1,0.17284166103588056,205.52035885710137,333.1647934294367,2.0,363.5735684327414,0.5,0.13053861926490143
2024-01-01 00:00:04,8,5.735140012710339,7,0.10343176014633698,0.5224860052666946,0.40527481738446014,0,0.04999751548710499,40.846915783034625,534.5885428261712,0.0,78.02866814409833,1.0,0.8191886891458847
2024-01-01 00:00:05,21,4.3095393242177495,3,0.10821111087855584,0.6349345149559176,0.25047010868233466,0,0.1183723619279273,15.773169231845388,519.594092536285,0.0,24.803134380807702,1.0,1.4360344299292735
2024-01-01 00:00:06,39,0.17526504916706184,1,0.3511956047248205,0.3631439702071247,0.2793907732384333,0,0.08319798313645659,33.90168056606219,486.3475897104033,5.0,93.09966205613387,1.0,0.175089959207854
2024-01-01 00:00:07,19,1.4540429380196864,1,0.22824084823926974,0.42575231668993435,0.6088375250184828,0,0.11646593249456237,46.890827852757766,420.7846900298846,0.0,109.87832055948101,1.0,1.4525903476720146
2024-01-01 00:00:08,23,0.5099350739957473,4,0.22981764381682812,0.5693080609772646,0.9431496351264517,1,0.06815642072137178,5.4891325341798645,532.2495626864093,0.0,9.624855248887476,0.5,0.1274519055225562
2024-01-01 00:00:09,11,1.0579014222214886,4,0.28085368556595613,0.7636205383262564,0.43054651091758533,0,0.2186616802930548,38.53325978520968,445.42034068974084,0.0,50.39527171158447,1.0,0.2644092532420616
2024-01-01 00:00:10,11,4.18867179998384,4,0.15048936266370758,0.5679887177727844,0.9789021195854697,3,0.03670752415826523,37.65678112796968,629.4118947075317,0.0,66.18194693801864,0.25,1.0469062234400999
